,Order Qty,Replenishment LT,LT Offset,Manufacturing LT,Action,SupplyType,Status,Rule,Multi-sourced,Special Demand,Flagged,Item,Description,Part Status,Shortage Date,Part Type Code,Product Family,Material Type,Max Order Qty,Min Order Qty,Multiple order Qty,Container Qty,Phase-in,Phase-out,UOM,Report Field 1,Planner Code,Supplier Code,Order Value,Original Order Qty,On-hand Qty,Excess Qty,Shortage Qty,Planned Receipt,Material,Capacity,RTO Priority,Resource ID,Work Center Code,WC Supplier Code,Ordering Group,Production Version,Supply type,Location,Reference,Settings
254,Equals 1,Less Than 3,Equals 1 OR Greater Than 5,Less Than 999999999999999999999999999999999999999,"('REQUIRESRELEASE', 'RELEASED', 'POSTPONED')","('GROUPBY', 'Manufactured', 'Distributed')","('REDVOLUME', 'GREENVOLUME', 'BLUEVOLUME')","('FLOW', 'FEP', 'TWOBIN')",,true,false,Starts With '5500',Contains 'Omala',,,"('BSE', 'D1P', 'DRM')","('YINT', 'YNOP', 'YPCK')","('GROUPBY', 'E', 'F')",Greater Than Or Equal 1 AND Less Than Or Equal 10,Equals 1 OR Equals 5,Greater Than Or Equal 3,Blank,Greater Than 2000-01-01,Less Than 9999-12-31,"('GROUPBY', 'L', 'SKU')",Contains 'a' OR Contains 'A',"In Range (1,10)","('T124', 'P083', 'I353')",Equals 5,Equals ABCDEF,Equals ABCDEF,Greater Than Or Equal 1 AND Less Than Or Equal 10,Greater Than 3,Greater Than 2000-01-01,Yes,Not Available,Equals ABCDEF,Contains 'a' OR Contains 'A',Contains 'a' AND Contains 'A',Contains 'a' AND Contains 'A',Contains 'a' AND Contains 'A',Contains 'Z',Distributed,"('I349', 'I339', 'R175')",Starts With 'SHELL' AND Ends With '3',Ends With 'Z'
255,Not Blank,Equals +1,Not Equals 3,Equals 1 OR Greater Than 5,"('REQUIRESATTENTION', 'REQUIRESRELEASE', 'TODO')",Distributed,"('REDFLOW', 'GREENFEP', 'REDVOLUME')","('GROUPBY', 'LOW', 'FEP')",false,GROUPBY,true,Starts With '5' AND Ends With '1',Starts With 'Omala' AND Contains 'S4',,Equals '2022-02-28' OR Blank,"('ADB', 'APZ', 'GPF')","('YBSE', 'YPCK', 'YRAW')",,,"In Range (1,10)",Equals ABCDEF,Equals 1 OR Equals 5,Greater Than 2000-01-01 AND Less Than 9999-12-31,Less Than 9999-12-31,"('KG', 'LB', 'TO')",Starts With 'Z',Equals 1 OR Greater Than 5,"('T124', 'P083', 'I480')",Equals ABCDEF,Not Blank,Greater Than Or Equal 3,Equals 1,"In Range (1,10)",Not Blank,"('GROUPBY', 'NA', 'Yes')",Not Available,Equals 1 OR Greater Than 5,Contains 'a' OR Contains 'A',Contains 'a' OR Contains 'A',,Contains 'a' OR Contains 'A',Contains 'Z',Manufactured,"('P082', 'F477', 'I486')",Ends With 'Z',Contains 'a' OR Contains 'A'
256,Equals 6,Equals 'ABCDEF',Greater Than Or Equal 3,Less Than 9223372036854775807,REQUIRESATTENTION,Manufactured,"('YELLOWFLOW', 'GREENFEP', 'GREENVOLUME')","('GROUPBY', 'BUFFER', 'RTO')",true,,,Ends With 'Z',Ends With 'Z',05,Greater Than 2000-01-01 AND Less Than 9999-12-31,"('FP1', 'FPF', 'LBL')","('YBSE', 'YINT', 'YRAW')",GROUPBY,Equals 1 OR Equals 5,Blank,Not Equals 3,"In Range (1,10)",Not Blank,Less Than 999999-12-31,"('L', 'SKU', 'UG6')",,Equals -1,"('GROUPBY', 'R037', 'I480')",Greater Than Or Equal 1 AND Less Than Or Equal 10,Greater Than Or Equal 1 AND Less Than Or Equal 10,"In Range (1,10)",Equals 1 OR Equals 5,Greater Than Or Equal 1 AND Less Than Or Equal 10,Greater Than 2000-01-01 AND Less Than 9999-12-31,Yes,"('GROUPBY', 'Available', 'Partially Available')",Greater Than Or Equal 1 AND Less Than Or Equal 10,Contains 'a' OR Contains 'A',Contains 'a' AND Contains 'A',Contains 'Z',Contains 'a' AND Contains 'A',Starts With 'Z',Manufactured,"('I337', 'R175', 'C311')",Starts With 'Z',Contains 'a' AND Contains 'A'
257,Blank,Less Than 3,Equals same value as in table,Equals same value as in table,"('GROUPBY', 'REQUIRESATTENTION', 'POSTPONED')","('Manufactured', 'Distributed', 'Purchased')","('YELLOWFLOW', 'REDVOLUME', 'BLUEVOLUME')","('FLOW', 'BUFFER', 'FEP')",GROUPBY,false,false,Starts With '5500' OR Starts With '500',,"('GROUPBY', '02', '05')",Less Than 9999-12-31,"('FPF', 'PRL', 'PWD')","('YPAC', 'YNOP', 'YRAW')",F,Less Than Or Equal 3,Less Than 3,Greater Than 3,Equals 5,Greater Than 2000-01-01,Greater Than 2000-01-01 AND Less Than 9999-12-31,"('GROUPBY', 'L', 'UG6')",Starts With 'Z',Equals +1,T124,,Less Than Or Equal 3,Equals 6,Equals 1,Equals 5,Greater Than 2000-01-01 AND Less Than 9999-12-31,"('GROUPBY', 'Yes', 'No')",Partially Available,Equals 6,Contains 'Z',Contains 'a' OR Contains 'A',Ends With 'Z',Ends With 'Z',Contains 'a' OR Contains 'A',"('GROUPBY', 'Purchased', 'Manufactured')","('GROUPBY', 'F477', 'I486')",Starts With 'Z',Contains 'a' AND Contains 'A'
258,Greater Than 3,Not Blank,Less Than 3,Less Than 9223372036854775807,"('REQUIRESATTENTION', 'RELEASED', 'TODO')",GROUPBY,"('REDFLOW', 'GREENFEP', 'BLUEVOLUME')","('GROUPBY', 'FLOW', 'RTO')",false,false,GROUPBY,Starts With '5500',Contains 'Z',"('GROUPBY', '02', '05')",Less Than 9999-12-31,"('BSE', 'BST', 'PKG')",GROUPBY,E,Not Equals 3,Blank,Greater Than Or Equal 3,Equals 6,Greater Than 2000-01-01,,"('KAR', 'SKU', 'TO')",Contains 'a' OR Contains 'A',Equals same value as in table,"('T124', 'R037', 'P083')",Equals 5,Greater Than Or Equal 1 AND Less Than Or Equal 10,Equals 5,Greater Than 3,Not Blank,,NA,"('GROUPBY', 'N/A', 'Partially Available')",Not Blank,Contains 'Z',Contains 'Z',Ends With 'Z',Contains 'a' AND Contains 'A',Contains 'a' OR Contains 'A',Manufactured,"('I339', 'R175', 'C604')",Contains 'a' OR Contains 'A',
259,Greater Than Or Equal 3,Less Than 3,Equals 1 OR Equals 5,Equals +1,REQUIRESATTENTION,GROUPBY,GROUPBY,"('RTO', 'FEP', 'MANUAL')",true,GROUPBY,,Contains 'Z',Starts With 'Refrig' OR Contains 'Gadus',05,,"('BTV', 'MTO', 'NOF')","('YBSE', 'YINT', 'YPCK')",,,Equals 1,Not Equals 3,Equals 5,Greater Than 2000-01-01 AND Less Than 9999-12-31,,"('GROUPBY', 'KG', 'UG6')",Ends With 'Z',Equals +1,"('P083', 'I480', 'I353')",Blank,Equals ABCDEF,Less Than 3,"In Range (1,10)",Not Blank,Less Than 999999-12-31,"('GROUPBY', 'NA', 'Yes')",,Equals 1 OR Greater Than 5,Starts With 'Z',Ends With 'Z',Starts With 'Z',Starts With 'Z',Contains 'Z',Distributed,"('I411', 'I477', 'G081')",Contains 'a' AND Contains 'A',Ends With 'Z'
260,Greater Than Or Equal 1 AND Less Than Or Equal 10,Less Than 9223372036854775807,Not Blank,Less Than 9223372036854775807,"('POSTPONED', 'TODO', 'REJECTED')",Manufactured,,FLOW,false,GROUPBY,true,,Contains 'a' OR Contains 'A',05,Equals '2022-02-28',"('D1P', 'FBF', 'GPF')",YPAC,F,Greater Than Or Equal 1 AND Less Than Or Equal 10,Not Equals 3,Less Than 3,Less Than Or Equal 3,Not Blank,Greater Than 2000-01-01 AND Less Than 9999-12-31,"('GROUPBY', 'SKU', 'UG6')",Contains 'a' AND Contains 'A',Less Than 999999999999999999999999999999999999999,"('GROUPBY', 'I480', 'I353')",Greater Than Or Equal 1 AND Less Than Or Equal 10,Equals 6,Equals 6,Equals 6,Not Equals 3,Less Than 999999-12-31,,N/A,Equals 1,,Contains 'a' OR Contains 'A',Contains 'a' OR Contains 'A',Contains 'Z',,"('GROUPBY', 'Purchased', 'Manufactured')","('I411', 'I337', 'R175')",Starts With 'Z',Contains 'Z'
261,Greater Than 3,Equals 1 OR Equals 5,"In Range (1,10)",Equals 1,"('REQUIRESRELEASE', 'REQUIRESAPPROVAL', 'RELEASED')",Purchased,"('GROUPBY', 'GREENFLOW', 'BLUEVOLUME')","('GROUPBY', 'RTO', 'MANUAL')",,GROUPBY,,Contains '4' AND Contains '2',Contains 'Omala',05,Equals '2022-02-28' OR Equals '2022-03-02',"('BSE', 'MTO', 'NOF')","('YBLU', 'YBSE', 'YNOP')","('GROUPBY', 'E', 'F')",Less Than 3,Equals 5,Equals 6,Not Equals 3,Not Blank,Greater Than 2000-01-01 AND Less Than 9999-12-31,"('GROUPBY', 'LB', 'SKU')",Contains 'a' AND Contains 'A',Less Than Or Equal 3,"('P083', 'I480', 'I353')",Greater Than 3,Greater Than Or Equal 1 AND Less Than Or Equal 10,Equals 1 OR Greater Than 5,Not Equals 3,Equals 1 OR Equals 5,Greater Than 2000-01-01,NA,"('N/A', 'Not Available', 'Partially Available')",Equals 1 OR Greater Than 5,Contains 'Z',Starts With 'Z',Contains 'a' OR Contains 'A',,Ends With 'Z',,"('I339', 'I486', 'T804')",Contains 'Z',Starts With 'Z'
262,Less Than 3,Equals -1,Not Blank,Less Than 3,"('REQUIRESRELEASE', 'RELEASED', 'REJECTED')","('Manufactured', 'Distributed', 'Purchased')","('GROUPBY', 'GREENFLOW', 'RTO')","('BUFFER', 'CYCLIC', 'TWOBIN')",GROUPBY,true,true,,Starts With 'Omala' AND Contains 'S4',,Less Than 9999-12-31,"('FP3', 'FPF', 'PWD')","('YPAC', 'YNOP', 'YPCK')",GROUPBY,Not Blank,Equals 5,Equals 1 OR Greater Than 5,Equals 6,Less Than 9999-12-31,Greater Than 2000-01-01,"('LB', 'SKU', 'TO')",Ends With 'Z',"In Range (1,10)",I480,Less Than Or Equal 3,Greater Than 3,Equals ABCDEF,Equals ABCDEF,Greater Than Or Equal 1 AND Less Than Or Equal 10,Greater Than 2000-01-01 AND Less Than 9999-12-31,Yes,"('Available', 'N/A', 'Partially Available')",Equals 1 OR Greater Than 5,,,Contains 'Z',Ends With 'Z',Ends With 'Z',,"('I324', 'T804', 'U022')",Starts With 'Z',Starts With 'LOC'
263,Equals 5,Equals -1,Less Than 999999999999999999999999999999999999999,Less Than 999999999999999999999999999999999999999,"('GROUPBY', 'REQUIRESATTENTION', 'TODO')","('GROUPBY', 'Manufactured', 'Purchased')",YELLOWVOLUME,"('GROUPBY', 'CYCLIC', 'MANUAL')",GROUPBY,,GROUPBY,Contains 'a' AND Contains 'A',,GROUPBY,Less Than 9999-12-31,"('GROUPBY', 'FPE', 'PRL')","('GROUPBY', 'YBSE', 'YNOP')",GROUPBY,Less Than Or Equal 3,"In Range (1,10)",Less Than Or Equal 3,Equals 1,,,"('EA', 'L', 'SKU')",Contains 'a' AND Contains 'A',,P083,Greater Than Or Equal 1 AND Less Than Or Equal 10,"In Range (1,10)",Equals 1,Greater Than Or Equal 1 AND Less Than Or Equal 10,Less Than 3,Not Blank,,Available,,,Contains 'a' AND Contains 'A',Ends With 'Z',Contains 'Z',Contains 'a' OR Contains 'A',Purchased,"('GROUPBY', 'I351', 'F477')",Contains 'Z',Starts With 'Z'
264,Equals ABCDEF,Less Than Or Equal 3,Not Blank,"In Range (1,10)","('REQUIRESATTENTION', 'TODO', 'REJECTED')",Manufactured,"('REDFLOW', 'BLUEFLOW', 'REDVOLUME')","('GROUPBY', 'LOW', 'FEP')",,,GROUPBY,,Contains 'Z',05,Less Than 9999-12-31,"('DRM', 'FPC', 'FPF')","('YINT', 'YNOP', 'YRAW')",E,Not Equals 3,Equals 1 OR Equals 5,Equals 1 OR Greater Than 5,Equals 5,Not Blank,Greater Than 2000-01-01,"('KAR', 'L', 'LB')",Contains 'Z',Equals 'ABCDEF',"('GROUPBY', 'I480', 'I353')",Greater Than Or Equal 3,Blank,Not Blank,Not Equals 3,Blank,,"('GROUPBY', 'NA', 'Yes')","('Available', 'N/A', 'Not Available')",Not Blank,Contains 'a' OR Contains 'A',,Contains 'Z',Starts With 'Z',Ends With 'Z',"('GROUPBY', 'Purchased', 'Distributed')","('GROUPBY', 'I477', 'R175')",Starts With 'Z',Starts With 'LOC' AND Contains 'ITEM'
265,Equals 5,Equals 'ABCDEF',Greater Than Or Equal 3,Not Equals 3,"('REQUIRESATTENTION', 'REQUIRESRELEASE', 'REQUIRESAPPROVAL')",,"('REDFLOW', 'RTO', 'REDVOLUME')","('CYCLIC', 'FEP', 'TWOBIN')",true,GROUPBY,,Contains 'a' OR Contains 'A',,GROUPBY,Blank,"('BTV', 'FBF', 'LBL')",YNOP,GROUPBY,Not Equals 3,Equals 6,Less Than 3,"In Range (1,10)",Greater Than 2000-01-01 AND Less Than 9999-12-31,Greater Than 2000-01-01 AND Less Than 9999-12-31,"('KG', 'L', 'UG6')",,Less Than 3,I480,"In Range (1,10)",Blank,"In Range (1,10)",Greater Than Or Equal 1 AND Less Than Or Equal 10,Blank,,No,"('GROUPBY', 'N/A', 'Partially Available')","In Range (1,10)",Contains 'Z',Contains 'a' AND Contains 'A',Contains 'a' OR Contains 'A',,Contains 'a' OR Contains 'A',GROUPBY,"('T804', 'I009', 'C311')",,
266,,Equals same value as in table,Equals +1,Equals same value as in table,"('REQUIRESATTENTION', 'REQUIRESRELEASE', 'TODO')",Distributed,"('GROUPBY', 'RTO', 'YELLOWVOLUME')","('CYCLIC', 'TWOBIN', 'MANUAL')",false,true,false,Contains 'a' OR Contains 'A',Starts With 'Z',GROUPBY,Equals '2022-02-28' OR Blank,"('GROUPBY', 'FPE', 'PRE')",YINT,"('GROUPBY', 'E', 'F')",,Greater Than Or Equal 1 AND Less Than Or Equal 10,Not Blank,Less Than 3,Less Than 999999-12-31,Not Blank,"('KG', 'LB', 'SKU')",Contains 'a' OR Contains 'A',"In Range (1,10)","('T124', 'R037', 'P083')","In Range (1,10)",Equals 5,Less Than Or Equal 3,Equals 5,Greater Than 3,Not Blank,"('NA', 'Yes', 'No')",Available,Equals 5,,Ends With 'Z',Contains 'Z',Ends With 'Z',Contains 'Z',Distributed,"('I324', 'I486', 'G081')",Contains 'Z',Contains 'Z'
267,Not Equals 3,Equals -1,Equals 1,Greater Than Or Equal 1 AND Less Than Or Equal 10,"('GROUPBY', 'RELEASED', 'TODO')","('GROUPBY', 'Distributed', 'Purchased')","('GREENFLOW', 'REDFEP', 'REDVOLUME')","('RTO', 'FEP', 'MANUAL')",false,false,GROUPBY,Starts With '5500' OR Starts With '500',Contains 'a' AND Contains 'A',"('GROUPBY', '02', '05')",,"('ADP', 'FP1', 'PRE')","('YNOP', 'YPCK', 'YRAW')",E,Less Than 3,Greater Than Or Equal 1 AND Less Than Or Equal 10,"In Range (1,10)",Greater Than 3,Blank,Blank,"('SKU', 'TO', 'UG6')",Starts With 'Z',Greater Than Or Equal 3,"('R037', 'P083', 'I353')",Not Blank,Less Than Or Equal 3,,Equals 1,Greater Than Or Equal 3,Less Than 9999-12-31,,"('Available', 'N/A', 'Partially Available')",Equals 6,,Starts With 'Z',Contains 'a' OR Contains 'A',Contains 'a' OR Contains 'A',Contains 'a' OR Contains 'A',Manufactured,"('I389', 'I411', 'I486')",Starts With 'SHELL' AND Ends With '3',Starts With 'Z'
268,Not Equals 3,Less Than Or Equal 3,Greater Than Or Equal 1 AND Less Than Or Equal 10,Less Than 999999999999999999999999999999999999999,"('REQUIRESRELEASE', 'REQUIRESAPPROVAL', 'REJECTED')",Manufactured,"('BLUEFLOW', 'GREENFEP', 'GREENVOLUME')","('GROUPBY', 'LOW', 'MANUAL')",true,true,true,Starts With 'Z',Ends With 'Z',GROUPBY,Blank,"('BST', 'D1P', 'FPC')","('YBSE', 'YINT', 'YNOP')",E,Greater Than Or Equal 1 AND Less Than Or Equal 10,Equals 5,Greater Than Or Equal 1 AND Less Than Or Equal 10,Greater Than Or Equal 1 AND Less Than Or Equal 10,Less Than 9999-12-31,Less Than 999999-12-31,"('KAR', 'KG', 'SKU')",,Equals 'ABCDEF',"('P083', 'I480', 'I353')","In Range (1,10)",Not Blank,Greater Than Or Equal 3,Equals 5,Equals ABCDEF,Not Blank,NA,Partially Available,"In Range (1,10)",,Ends With 'Z',Starts With 'Z',Ends With 'Z',Contains 'Z',Manufactured,"('U022', 'C604', 'G081')",Contains 'a' OR Contains 'A',Contains 'Z'
269,Greater Than 3,Blank,Less Than Or Equal 3,Less Than 9223372036854775807,"('REQUIRESATTENTION', 'REQUIRESAPPROVAL', 'TODO')",Distributed,"('GROUPBY', 'REDVOLUME', 'BLUEVOLUME')",BUFFER,true,,true,Contains '24',Starts With 'Omala' OR Starts With 'Corena',GROUPBY,Equals '2022-02-28' OR Blank,"('GROUPBY', 'FBR', 'GPF')","('YBLU', 'YPAC', 'YRAW')",GROUPBY,Blank,Equals 1 OR Greater Than 5,Equals 5,Equals 1 OR Greater Than 5,Less Than 999999-12-31,,"('GROUPBY', 'KAR', 'LB')",Contains 'Z',Equals same value as in table,"('T124', 'I480', 'I353')",Equals ABCDEF,Not Equals 3,Greater Than Or Equal 3,Equals 1 OR Equals 5,Greater Than Or Equal 1 AND Less Than Or Equal 10,Not Blank,Yes,GROUPBY,Equals 6,,Contains 'Z',Starts With 'Z',Contains 'a' AND Contains 'A',Contains 'a' AND Contains 'A',Distributed,"('I411', 'I477', 'T804')",Starts With 'SHELL',Starts With 'LOC'
270,Not Equals 3,Less Than 3,Greater Than Or Equal 1 AND Less Than Or Equal 10,Greater Than 3,"('REQUIRESATTENTION', 'REQUIRESRELEASE', 'REJECTED')","('GROUPBY', 'Manufactured', 'Distributed')","('REDVOLUME', 'YELLOWVOLUME', 'BLUEVOLUME')",LOW,true,false,,Starts With 'Z',Starts With 'Omala' AND Contains 'S4',05,Equals '2022-02-28',"('ADP', 'FPC', 'PRL')","('GROUPBY', 'YBSE', 'YNOP')",E,Greater Than Or Equal 3,Less Than 3,Equals 1 OR Equals 5,Equals 1 OR Equals 5,Greater Than 2000-01-01 AND Less Than 9999-12-31,Blank,"('GROUPBY', 'EA', 'SKU')",Contains 'a' AND Contains 'A',Not Blank,R037,Greater Than Or Equal 1 AND Less Than Or Equal 10,Equals 5,Greater Than Or Equal 1 AND Less Than Or Equal 10,Greater Than Or Equal 3,Less Than 3,Not Blank,GROUPBY,"('Available', 'N/A', 'Partially Available')",Equals 1 OR Equals 5,Contains 'a' AND Contains 'A',Contains 'a' AND Contains 'A',Starts With 'Z',Contains 'a' OR Contains 'A',Starts With 'Z',,"('I340', 'I486', 'U022')",Ends With 'Z',Contains 'Z'
271,Greater Than 3,Equals 'ABCDEF',"In Range (1,10)",Equals -1,POSTPONED,GROUPBY,"('REDFEP', 'YELLOWVOLUME', 'BLUEVOLUME')","('FLOW', 'CYCLIC', 'FEP')",true,true,GROUPBY,Starts With 'Z',,,Equals '2022-02-28',"('D1P', 'FBF', 'FP2')","('YINT', 'YPAC', 'YPCK')",F,Greater Than Or Equal 3,Not Equals 3,Equals 6,Blank,Less Than 999999-12-31,Greater Than 2000-01-01 AND Less Than 9999-12-31,"('LB', 'SKU', 'UG6')",Contains 'Z',Equals 'ABCDEF',"('GROUPBY', 'I480', 'I353')",Less Than 3,Not Blank,Less Than 3,,Less Than 3,Blank,"('GROUPBY', 'NA', 'No')","('GROUPBY', 'Available', 'N/A')",Less Than 3,Contains 'a' OR Contains 'A',Contains 'a' OR Contains 'A',Starts With 'Z',Contains 'a' OR Contains 'A',,"('GROUPBY', 'Manufactured', 'Distributed')","('I389', 'I486', 'I009')",Contains 'a' AND Contains 'A',Starts With 'LOC'
272,"In Range (1,10)",Equals 1 OR Equals 5,Equals 1 OR Greater Than 5,Not Blank,REJECTED,"('Manufactured', 'Distributed', 'Purchased')","('GROUPBY', 'BLUEFLOW', 'BLUEVOLUME')","('LOW', 'FEP', 'TWOBIN')",false,GROUPBY,true,Starts With 'Z',Ends With 'Z',GROUPBY,Greater Than 2000-01-01,"('GROUPBY', 'ADP', 'PKG')","('YBLU', 'YPCK', 'YRAW')","('GROUPBY', 'E', 'F')",Less Than Or Equal 3,Equals 5,Equals ABCDEF,Greater Than Or Equal 1 AND Less Than Or Equal 10,Greater Than 2000-01-01 AND Less Than 9999-12-31,Blank,"('KAR', 'LB', 'SKU')",Starts With 'Z',Equals 1,"('T124', 'P083', 'I480')",Not Equals 3,Equals 1,Less Than 3,Equals 1,"In Range (1,10)",Greater Than 2000-01-01 AND Less Than 9999-12-31,No,"('Available', 'Not Available', 'Partially Available')",Equals 1 OR Equals 5,Starts With 'Z',,Contains 'Z',Ends With 'Z',Contains 'a' OR Contains 'A',GROUPBY,"('I411', 'I486', 'G081')",Starts With 'SHELL',
273,Equals 1 OR Equals 5,Less Than 3,Not Blank,Greater Than 3,"('REQUIRESRELEASE', 'REQUIRESAPPROVAL', 'POSTPONED')","('GROUPBY', 'Manufactured', 'Purchased')","('YELLOWVOLUME', 'GREENVOLUME', 'BLUEVOLUME')","('BUFFER', 'CYCLIC', 'RTO')",true,false,,Starts With 'Z',Contains 'Omala',05,Less Than 9999-12-31,"('BSE', 'D1B', 'FP3')","('GROUPBY', 'YBLU', 'YINT')","('GROUPBY', 'E', 'F')",,Equals ABCDEF,,Not Blank,Less Than 999999-12-31,Not Blank,"('GROUPBY', 'SKU', 'UG6')",Contains 'a' AND Contains 'A',Less Than 9223372036854775807,"('GROUPBY', 'T124', 'I353')",Greater Than Or Equal 3,Not Equals 3,,Not Equals 3,,,GROUPBY,"('Available', 'N/A', 'Not Available')",Equals 1,Contains 'a' AND Contains 'A',Ends With 'Z',Ends With 'Z',,Contains 'Z',Purchased,"('I339', 'C311', 'C604')",,Contains 'a' AND Contains 'A'
274,Equals 1 OR Equals 5,,Not Blank,Less Than Or Equal 3,"('GROUPBY', 'REQUIRESRELEASE', 'POSTPONED')",Distributed,"('RTO', 'REDVOLUME', 'BLUEVOLUME')","('FLOW', 'RTO', 'MANUAL')",GROUPBY,true,GROUPBY,Contains 'Z',Contains 'a' AND Contains 'A',,Greater Than 2000-01-01,"('BTV', 'PRE', 'PRL')","('YBLU', 'YINT', 'YNOP')",E,Equals 6,Not Equals 3,Greater Than Or Equal 1 AND Less Than Or Equal 10,Greater Than Or Equal 3,Less Than 9999-12-31,Not Blank,"('KG', 'LB', 'TO')",Starts With 'Z',Not Blank,"('T124', 'I480', 'I353')",Equals 1 OR Equals 5,Not Equals 3,Equals 5,Equals 6,Equals 1 OR Greater Than 5,Greater Than 2000-01-01 AND Less Than 9999-12-31,,"('GROUPBY', 'Available', 'N/A')",Greater Than 3,Contains 'Z',Ends With 'Z',Contains 'a' AND Contains 'A',Contains 'a' OR Contains 'A',Ends With 'Z',GROUPBY,"('I477', 'C311', 'G081')",Starts With 'Z',Starts With 'Z'
275,Blank,Greater Than 3,Equals same value as in table,,GROUPBY,,"('REDFLOW', 'GREENFLOW', 'BLUEVOLUME')","('LOW', 'RTO', 'MANUAL')",true,false,,Contains '24',Starts With 'Omala' AND Contains 'S4',,Less Than 9999-12-31,"('BST', 'DRM', 'FP1')",YBSE,"('GROUPBY', 'E', 'F')",Equals 1 OR Equals 5,Equals 1 OR Equals 5,Less Than Or Equal 3,Equals 1 OR Equals 5,,Less Than 999999-12-31,"('KG', 'L', 'SKU')",Ends With 'Z',Greater Than Or Equal 3,"('GROUPBY', 'R037', 'P083')",Equals ABCDEF,Greater Than Or Equal 3,Not Equals 3,Less Than Or Equal 3,Equals 1,Greater Than 2000-01-01,Yes,"('GROUPBY', 'N/A', 'Partially Available')",Equals 6,Starts With 'Z',Starts With 'Z',Ends With 'Z',Starts With 'Z',Contains 'a' AND Contains 'A',Distributed,"('I477', 'U022', 'I009')",Contains 'a' OR Contains 'A',Contains 'a' AND Contains 'A'
276,Equals 1 OR Equals 5,Greater Than Or Equal 3,Equals -1,Not Blank,"('GROUPBY', 'POSTPONED', 'REJECTED')",GROUPBY,"('BLUEFLOW', 'RTO', 'REDVOLUME')","('FLOW', 'BUFFER', 'RTO')",,true,,Contains 'Z',Starts With 'Refrig' OR Contains 'Gadus',GROUPBY,Equals '2022-02-28' OR Equals '2022-03-02',"('APZ', 'BTV', 'FBE')",YBSE,F,Equals 5,Equals 1,Equals 1 OR Equals 5,Blank,Greater Than 2000-01-01,,"('L', 'SKU', 'UG6')",,Less Than 3,"('GROUPBY', 'R037', 'I480')",Equals 5,Equals 1,Not Equals 3,Blank,Greater Than Or Equal 1 AND Less Than Or Equal 10,Greater Than 2000-01-01 AND Less Than 9999-12-31,NA,"('Available', 'Not Available', 'Partially Available')",Equals 1 OR Equals 5,Ends With 'Z',Starts With 'Z',,Contains 'a' AND Contains 'A',Contains 'a' AND Contains 'A',"('Purchased', 'Manufactured', 'Distributed')","('I339', 'I486', 'U022')",Starts With 'SHELL',Starts With 'LOC'
277,Not Equals 3,Not Blank,Blank,Not Blank,"('GROUPBY', 'REQUIRESAPPROVAL', 'TODO')","('Manufactured', 'Distributed', 'Purchased')","('REDFLOW', 'YELLOWFLOW', 'BLUEVOLUME')","('CYCLIC', 'RTO', 'MANUAL')",false,GROUPBY,GROUPBY,Contains 'Z',Contains 'Z',,Blank,"('ADB', 'D1B', 'FP2')","('YBLU', 'YINT', 'YPAC')",F,Equals 1 OR Greater Than 5,Not Blank,Greater Than 3,Equals ABCDEF,Not Blank,,"('EA', 'KAR', 'LB')",,"In Range (1,10)","('GROUPBY', 'R037', 'P083')",Greater Than Or Equal 3,Equals 5,Not Blank,Equals 1 OR Equals 5,Greater Than Or Equal 1 AND Less Than Or Equal 10,Blank,"('NA', 'Yes', 'No')","('Available', 'N/A', 'Partially Available')",Greater Than 3,Contains 'a' OR Contains 'A',Contains 'a' AND Contains 'A',Contains 'Z',Contains 'a' AND Contains 'A',Ends With 'Z',"('GROUPBY', 'Purchased', 'Distributed')","('I335', 'F477', 'I009')",,Starts With 'Z'
278,Equals ABCDEF,Equals 1,Equals -1,Equals 'ABCDEF',"('GROUPBY', 'REQUIRESATTENTION', 'REQUIRESAPPROVAL')","('GROUPBY', 'Manufactured', 'Purchased')","('REDFLOW', 'RTO', 'YELLOWVOLUME')","('BUFFER', 'LOW', 'TWOBIN')",GROUPBY,false,GROUPBY,Ends With 'Z',Starts With 'Omala' AND Contains 'S4',02,Blank,"('ADP', 'BST', 'PKG')","('GROUPBY', 'YBSE', 'YPAC')",,Equals ABCDEF,Not Blank,Blank,Not Equals 3,,Greater Than 2000-01-01,"('LB', 'SKU', 'UG6')",,Equals 'ABCDEF',"('R037', 'I480', 'I353')",Equals ABCDEF,Less Than 3,Less Than Or Equal 3,Blank,Less Than 3,Greater Than 2000-01-01,"('GROUPBY', 'Yes', 'No')",Available,Less Than Or Equal 3,Contains 'a' AND Contains 'A',Contains 'a' OR Contains 'A',Starts With 'Z',Starts With 'Z',Starts With 'Z',"('GROUPBY', 'Purchased', 'Distributed')","('I389', 'R175', 'I486')",Contains 'Z',Starts With 'LOC' AND Contains 'ITEM'
